filename,class,x,y,width,height
20160807_010450_AGO.jpg,meteor,731.8673706054688,11.13205337524414,41.32635498046875,39.09249496459961
20161231_213321_AGO.jpg,meteor,199.09249877929688,252.3885955810547,68.13262939453125,80.41883850097656
20161230_053559_AGO.jpg,meteor,550.9249877929688,722.615478515625,60.3140869140625,73.71728515625
20161231_043748_AGO.jpg,meteor,1079.232177734375,434.44793701171875,46.910888671875,60.31414794921875
20160809_010135_AGO.jpg,meteor,959.0784912109375,880.4556884765625,28.80657958984375,36.49871826171875
20160103_205348_VAZEC.jpg,meteor,956.928466796875,261.32403564453125,39.09246826171875,54.7294921875
20161031_215105_AGO.jpg,meteor,601.7452392578125,808.6189575195312,44.6771240234375,49.14483642578125
20170109_005556_AGO.jpg,meteor,601.7452392578125,518.2175598144531,62.5479736328125,90.47122192382812
20160730_215009_AGO.jpg,meteor,888.7958374023438,222.23153686523438,39.09246826171875,44.6771240234375
20160908_214557_AGO.jpg,meteor,350.4363098144531,897.9732666015625,40.20941162109375,40.20941162109375
20161110_000335_AGO.jpg,meteor,738.010498046875,804.1513061523438,82.6527099609375,80.41888427734375
20170402_022014_AGO.jpg,meteor,419.6858825683594,117.2402572631836,111.69284057617188,127.32984161376953
20160701_210026_VAZEC.jpg,meteor,467.71380615234375,561.7777709960938,32.39093017578125,36.858642578125
20160314_032436_AGO.jpg,meteor,385.06109619140625,522.685302734375,65.89877319335938,73.71728515625
20160412_212220_AGO.jpg,meteor,736.5026245117188,582.0984497070312,75.05755615234375,168.87957763671875
20160626_221723_AGO.jpg,meteor,782.0733642578125,354.2449951171875,44.2303466796875,24.12567138671875
20160517_011645_VAZEC.jpg,meteor,759.2880249023438,242.41603088378906,17.424072265625,24.125656127929688
20160811_203455_AGO.jpg,meteor,316.98431396484375,134.4335174560547,107.22512817382812,143.4136199951172
20160903_014028_AGO.jpg,meteor,826.3036499023438,115.66911315917969,103.2042236328125,49.59162902832031
20160927_192102_AGO.jpg,meteor,929.5078735351562,574.0565795898438,56.293212890625,91.141357421875
20160923_010851_AGO.jpg,meteor,808.8795776367188,304.6534423828125,46.9110107421875,38.869110107421875
20170401_005709_AGO.jpg,meteor,756.9982299804688,319.404296875,50.26177978515625,129.563720703125
20160509_204522_VAZEC.jpg,meteor,238.74346923828125,392.0046691894531,53.612548828125,42.443267822265625
20161001_212902_AGO.jpg,meteor,839.7716064453125,596.2989501953125,28.19366455078125,29.1031494140625
20170227_010525_AGO.jpg,meteor,748.9505004882812,405.23968505859375,88.68475341796875,48.03753662109375
